"시도별","품목별","항목","단위","1995.01 월","1995.02 월","1995.03 월","1995.04 월","1995.05 월","1995.06 월","1995.07 월","1995.08 월","1995.09 월","1995.10 월","1995.11 월","1995.12 월","1996.01 월","1996.02 월","1996.03 월","1996.04 월","1996.05 월","1996.06 월","1996.07 월","1996.08 월","1996.09 월","1996.10 월","1996.11 월","1996.12 월","1997.01 월","1997.02 월","1997.03 월","1997.04 월","1997.05 월","1997.06 월","1997.07 월","1997.08 월","1997.09 월","1997.10 월","1997.11 월","1997.12 월","1998.01 월","1998.02 월","1998.03 월","1998.04 월","1998.05 월","1998.06 월","1998.07 월","1998.08 월","1998.09 월","1998.10 월","1998.11 월","1998.12 월","1999.01 월","1999.02 월","1999.03 월","1999.04 월","1999.05 월","1999.06 월","1999.07 월","1999.08 월","1999.09 월","1999.10 월","1999.11 월","1999.12 월","2000.01 월","2000.02 월","2000.03 월","2000.04 월","2000.05 월","2000.06 월","2000.07 월","2000.08 월","2000.09 월","2000.10 월","2000.11 월","2000.12 월","2001.01 월","2001.02 월","2001.03 월","2001.04 월","2001.05 월","2001.06 월","2001.07 월","2001.08 월","2001.09 월","2001.10 월","2001.11 월","2001.12 월","2002.01 월","2002.02 월","2002.03 월","2002.04 월","2002.05 월","2002.06 월","2002.07 월","2002.08 월","2002.09 월","2002.10 월","2002.11 월","2002.12 월","2003.01 월","2003.02 월","2003.03 월","2003.04 월","2003.05 월","2003.06 월","2003.07 월","2003.08 월","2003.09 월","2003.10 월","2003.11 월","2003.12 월","2004.01 월","2004.02 월","2004.03 월","2004.04 월","2004.05 월","2004.06 월","2004.07 월","2004.08 월","2004.09 월","2004.10 월","2004.11 월","2004.12 월","2005.01 월","2005.02 월","2005.03 월","2005.04 월","2005.05 월","2005.06 월","2005.07 월","2005.08 월","2005.09 월","2005.10 월","2005.11 월","2005.12 월","2006.01 월","2006.02 월","2006.03 월","2006.04 월","2006.05 월","2006.06 월","2006.07 월","2006.08 월","2006.09 월","2006.10 월","2006.11 월","2006.12 월","2007.01 월","2007.02 월","2007.03 월","2007.04 월","2007.05 월","2007.06 월","2007.07 월","2007.08 월","2007.09 월","2007.10 월","2007.11 월","2007.12 월","2008.01 월","2008.02 월","2008.03 월","2008.04 월","2008.05 월","2008.06 월","2008.07 월","2008.08 월","2008.09 월","2008.10 월","2008.11 월","2008.12 월","2009.01 월","2009.02 월","2009.03 월","2009.04 월","2009.05 월","2009.06 월","2009.07 월","2009.08 월","2009.09 월","2009.10 월","2009.11 월","2009.12 월","2010.01 월","2010.02 월","2010.03 월","2010.04 월","2010.05 월","2010.06 월","2010.07 월","2010.08 월","2010.09 월","2010.10 월","2010.11 월","2010.12 월","2011.01 월","2011.02 월","2011.03 월","2011.04 월","2011.05 월","2011.06 월","2011.07 월","2011.08 월","2011.09 월","2011.10 월","2011.11 월","2011.12 월","2012.01 월","2012.02 월","2012.03 월","2012.04 월","2012.05 월","2012.06 월","2012.07 월","2012.08 월","2012.09 월","2012.10 월","2012.11 월","2012.12 월","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월","2023.01 월","2023.02 월","2023.03 월","2023.04 월","2023.05 월","2023.06 월","2023.07 월","2023.08 월","2023.09 월","2023.10 월","2023.11 월","2023.12 월","2024.01 월","2024.02 월","2024.03 월","2024.04 월","2024.05 월","2024.06 월","2024.07 월","2024.08 월","2024.09 월","2024.10 월","2024.11 월","2024.12 월","2025.01 월","2025.02 월","2025.03 월","2025.04 월","2025.05 월","2025.06 월","2025.07 월","2025.08 월","2025.09 월","2025.10 월","2025.11 월","2025.12 월","2026.01 월","2026.02 월","2026.03 월","2026.04 월","2026.05 월",
"전국","총지수","생활물가지수[2020=100]","2020=100","50.847","51.055","51.574","51.886","51.99","51.835","51.99","52.302","52.77","52.511","52.406","52.77","53.289","53.499","53.862","54.226","54.538","54.538","54.798","55.057","55.162","55.162","55.162","55.369","55.786","56.097","56.305","56.565","56.617","56.721","56.825","57.24","57.502","57.502","57.553","59.009","60.413","61.453","61.349","61.557","61.245","60.985","60.985","61.192","61.453","61.66","61.453","61.349","61.297","61.557","61.66","61.816","61.712","61.349","61.14","61.765","61.921","62.389","62.284","62.18","62.456","62.647","62.962","62.709","62.393","62.709","62.962","63.277","64.098","64.035","63.656","63.908","64.604","64.919","65.488","65.74","65.677","65.866","65.992","66.245","66.182","66.182","65.804","65.93","66.308","66.624","67.003","67.382","67.634","67.571","67.382","67.824","68.204","68.013","68.077","68.391","68.835","69.213","70.034","69.908","69.782","69.592","69.53","69.845","70.477","70.539","70.413","70.73","71.172","71.487","72.181","72.181","72.119","72.119","72.561","73.191","73.191","73.191","72.75","72.877","73.594","73.892","74.338","74.413","74.338","74.114","74.413","74.636","75.008","74.859","74.561","74.785","75.231","75.381","75.827","75.902","76.05","75.902","76.199","76.645","76.868","76.496","76.125","76.348","76.496","77.017","77.464","77.761","77.836","77.836","78.134","78.208","78.655","78.803","78.803","79.101","79.472","79.771","80.515","80.962","81.63","82.151","82.747","82.598","82.673","82.598","82.375","82.375","82.45","83.045","83.64","83.862","83.862","83.788","84.086","84.384","84.459","84.235","84.384","84.682","85.351","85.523","85.696","86.041","86.128","86.041","86.214","86.647","87.337","87.337","86.906","87.251","88.288","88.892","89.238","89.325","89.497","89.67","90.102","90.707","90.62","90.448","90.534","90.879","91.242","91.588","91.614","91.605","91.769","91.639","91.432","91.855","92.512","92.339","92.011","92.175","92.728","93.038","92.952","92.823","92.823","92.71","92.909","93.238","93.419","93.134","93.116","93.229","93.73","93.98","94.153","94.214","94.369","94.248","94.386","94.551","94.49","94.205","94.015","94.006","94.643","94.587","94.596","94.625","94.89","94.909","95.08","95.213","94.966","94.966","94.786","95.07","95.232","95.64","95.393","95.573","95.63","95.611","95.431","95.677","96.247","96.379","96.237","96.342","97.366","97.632","97.565","97.442","97.546","97.338","97.499","98.058","98.172","98.077","97.347","97.698","98.106","98.855","98.751","98.931","98.979","98.779","98.59","99.462","100.221","100.041","99.33","98.988","98.884","99.311","99.121","99.481","99.652","99.491","99.187","99.425","99.794","100.041","99.481","99.719","100.09","100.16","99.94","99.5","99.44","99.71","99.63","100.19","100.74","100.18","100.09","100.33","101.04","101.58","101.84","101.98","102.05","102.05","102.26","102.75","103.17","103.35","103.87","104.04","104.85","105.42","106.1","106.83","107.5","108.21","108.73","108.63","108.82","109.16","109.07","109.26","110.07","110.33","110.52","110.77","111.13","111.16","111.29","112.28","112.85","113.27","112.68","112.73","113.17","113.78","113.95","114.01","114.1","113.84","114.13","114.54","114.65","114.69","114.4","114.91","115.71","116.08","116.29","116.38","116.27","116.31","116.52","116.45","117.06","117.42","117.2","117.57","118.03","118.4","118.8","119.37","119.92",
"전국","생활물가지수","생활물가지수[2020=100]","2020=100","44.948","45.224","45.776","46.099","46.145","45.823","45.823","46.145","46.835","46.466","46.19","46.603","47.294","47.571","47.664","48.168","48.629","48.582","49.18","49.41","49.549","49.549","49.594","49.87","50.423","50.792","50.928","51.205","51.159","51.252","51.344","51.941","52.309","52.263","52.448","54.702","56.588","57.968","57.416","57.692","57.232","56.818","56.863","57.323","57.738","58.197","57.921","57.83","57.83","58.197","58.473","58.797","58.704","58.197","57.921","58.935","59.257","60.038","59.854","59.625","59.934","60.237","60.787","60.422","59.751","60.177","60.604","61.152","62.433","62.372","61.702","62.128","62.86","63.165","63.957","64.262","64.019","64.323","64.445","64.81","64.568","64.628","63.957","64.019","64.384","64.689","65.237","65.665","66.03","65.786","65.359","65.97","66.518","66.03","66.03","66.397","66.945","67.433","68.835","68.469","68.104","67.798","67.798","68.287","69.018","69.202","68.835","69.202","69.81","70.299","71.456","71.273","71.213","71.152","71.762","72.859","72.981","73.042","72.31","72.31","73.343","73.716","74.537","74.612","74.462","74.164","74.612","74.911","75.507","75.432","74.836","75.135","75.805","76.029","76.627","76.776","76.776","76.701","77","77.745","78.119","77.447","76.776","77.074","77.224","77.82","78.566","79.014","79.163","79.163","79.536","79.61","80.208","80.506","80.506","80.805","81.178","81.401","82.446","83.043","83.864","84.684","85.207","84.833","84.609","84.386","83.715","83.267","83.416","84.088","84.983","85.505","85.357","85.132","85.505","85.953","86.028","85.654","85.654","86.028","86.914","87.266","87.531","87.972","87.972","87.619","87.795","88.324","89.382","89.382","88.588","89.029","90.44","91.321","91.674","91.585","91.497","91.585","92.115","92.907","92.819","92.555","92.555","92.907","93.251","93.648","93.621","93.481","93.525","93.26","92.829","93.481","94.45","94.107","93.489","93.604","94.31","94.75","94.521","94.327","94.001","93.771","93.851","94.485","94.653","94.142","93.939","94.107","94.856","95.147","95.297","95.279","95.279","95.102","95.12","95.217","95.261","94.803","94.583","94.433","94.605","94.586","94.699","94.605","94.832","94.993","94.984","95.079","94.984","94.927","94.69","94.908","95.003","95.534","95.192","95.211","95.174","95.287","94.68","94.889","95.951","96.292","96.245","96.074","97.516","97.923","97.914","97.535","97.582","97.468","97.487","98.255","98.606","98.246","97.468","97.629","98.227","99.185","98.995","98.995","99.033","98.938","98.559","99.725","101.043","100.759","99.716","98.919","98.644","99.194","99.042","99.384","99.839","99.744","98.995","99.308","100.104","100.474","99.915","100.047","100.36","100.43","100.38","99.57","99.34","99.8","99.31","100.01","101.09","99.79","99.87","100.05","101.2","102.11","102.53","102.65","102.67","102.8","102.77","103.33","104.23","104.42","105.08","104.68","105.58","106.55","107.76","108.56","109.48","110.35","110.75","110.22","110.83","111.06","110.83","110.69","111.74","112.19","112.34","112.57","113.05","113.08","113","114.51","115.72","116.12","115.22","114.84","115.58","116.32","116.62","116.59","116.53","116.26","116.36","116.96","117.45","117.51","117.06","117.34","118.52","119.29","119.47","119.37","119.2","119.22","119.22","118.68","120.39","120.45","120.4","120.6","121.1","121.49","122.24","122.83","123.19",
"전국","식품","생활물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.908","65.827","66.091","66.354","65.827","64.973","65.499","65.762","66.681","66.287","64.71","65.433","66.354","66.222","66.55","66.354","65.959","65.564","65.631","67.404","68.062","66.944","65.762","66.55","66.813","67.667","67.404","67.602","67.207","67.01","67.667","67.733","68.981","69.375","68.193","68.389","68.652","69.047","69.441","70.229","70.427","70.427","71.215","72.068","72.66","72.266","72.397","73.12","74.171","74.433","75.419","76.536","76.141","74.565","74.828","75.288","75.222","75.025","74.237","75.091","76.631","77.418","77.261","78.283","78.047","77.339","77.575","78.991","81.666","81.666","79.699","79.62","81.745","83.554","83.24","82.846","82.217","82.767","83.633","85.6","85.6","84.027","83.79","84.813","85.742","85.45","85.545","85.387","85.199","84.994","84.64","85.419","87.645","86.623","85.199","85.53","86.827","87.252","86.544","86.78","86.119","85.332","85.734","87.174","87.449","86.048","85.167","85.482","86.229","86.733","86.741","86.866","86.709","86.419","86.646","87.221","87.685","86.544","86.56","86.961","87.806","88.419","88.383","88.152","89.023","89.076","89.103","89.609","89.636","89.041","88.366","89.227","89.662","91.217","90.879","90.87","90.417","89.724","89.813","90.772","93.641","92.842","91.963","92.096","94.103","94.458","94.263","93.588","93.57","93.428","93.943","95.693","96.288","94.698","93.117","93.233","94.192","96.102","95.569","95.675","95.533","94.894","95.196","98.011","99.992","98.384","96.599","96.324","96.626","97.105","96.599","97.07","96.972","96.599","96.261","97.034","98.313","98.766","97.256","97.336","97.94","97.78","98.66","98.33","99.14","99.36","99.71","101.29","103.2","103.22","100.8","100.58","101.93","103.69","104.03","104.01","103.96","103.76","104.06","105.17","106.42","105.88","106.53","106.78","107.63","108.53","109.11","109.75","111.24","111.75","113.13","114.3","115.31","114.64","113.37","113.75","115.11","115.78","116.42","116.58","117.02","117.26","118.1","119.87","120.89","121.31","119.86","119.7","120.8","122.02","122.47","121.82","121.54","121.28","122.13","123","124.06","124.35","122.5","122.91","124.04","125.21","125.86","125.8","125.15","125.18","126.05","127.83","128.02","128.04","127.08","127.02","127.54","128.34","127.92","127.56","127.74",
"전국","쌀","생활물가지수[2020=100]","2020=100","51.033","50.981","51.033","50.981","51.138","51.664","52.769","52.979","52.664","52.769","54.821","58.609","59.45","59.871","59.661","60.714","62.397","62.606","61.345","61.081","61.134","60.924","60.871","60.766","60.714","60.924","62.186","63.397","64.238","64.29","64.66","65.869","65.553","64.081","63.659","63.659","64.921","65.553","65.553","65.553","65.553","65.921","67.394","70.604","70.92","70.34","69.973","70.131","70.236","70.34","70.499","70.814","71.445","72.392","73.34","73.918","74.128","74.128","73.918","73.761","73.779","73.928","74.003","73.928","74.378","74.904","75.429","76.18","76.255","76.03","75.954","75.954","75.879","75.954","75.879","75.729","75.954","75.879","75.729","75.879","75.58","74.828","73.402","72.577","72.502","72.427","72.427","72.502","72.577","72.577","72.803","73.103","73.928","75.053","74.454","74.378","74.303","74.454","74.528","74.603","74.68","74.828","74.68","74.904","75.053","74.753","74.978","75.053","75.504","75.954","76.03","76.03","76.255","76.405","76.48","76.705","76.855","76.705","75.954","75.729","75.464","75.539","75.391","75.093","75.242","75.316","75.168","75.019","74.277","73.09","70.642","70.047","69.528","69.38","68.935","68.564","68.415","68.86","68.935","70.271","71.458","71.903","71.013","70.716","70.493","70.716","71.162","71.309","71.235","71.458","71.458","71.532","71.458","71.978","72.125","72.423","72.496","72.941","73.387","73.832","74.203","74.426","74.945","75.464","76.355","77.616","78.062","78.284","78.136","77.988","77.691","77.468","76.875","75.464","75.316","74.871","73.981","73.981","71.903","70.567","70.675","70.194","69.506","68.886","68.473","68.06","67.992","67.717","67.372","68.129","69.575","69.231","70.056","71.02","72.878","75.355","75.492","76.8","76.937","76.387","76.731","80.172","82.443","83.337","83.186","83.572","83.337","83.042","83","83.152","82.856","82.43","82.574","84.177","87.185","87.639","87.46","87.901","88.038","88.555","88.258","88.458","88.231","88.746","88.905","89.455","89.001","88.32","87.742","87.728","87.212","87.205","86.641","86.6","86.365","86.042","85.988","87.026","87.577","86.496","86.179","85.517","84.965","84.838","85.059","84.693","85.008","84.931","85.279","85.5","84.065","82.927","80.091","79.981","80.185","79.081","76.805","76.066","75.548","75.896","75.013","72.984","71.54","70.666","70.071","69.638","68.56","68.246","69.052","67.099","68.118","68.899","73.408","79.276","80.516","81.416","82.418","84.49","86.893","89.075","89.636","90.086","91.096","92.174","93.236","98.636","99.868","100.768","100.411","100.258","100.216","99.435","99.698","99.197","98.9","98.348","98.518","98.636","98.832","98.059","97.65","97.52","97.28","97.09","96.91","97.19","97.14","97.73","100.14","103.86","108.33","109.17","109.54","109.84","110.19","110.08","110.65","110.73","111.17","111.2","109.91","107.1","106.8","105.63","103.98","102.93","101.94","99.94","98.25","96.75","95.2","92.73","90.22","91.04","96.21","95.79","94.27","94.6","93.99","93.43","94.04","94.34","95.56","100.05","103.44","108.58","106.41","105.79","104.96","103.26","101.24","97.65","100.38","100.55","100.35","98.78","98.35","99.18","99.88","99.38","98.77","99.88","100.89","102.05","102.76","104.69","107.93","109.69","113.98","120.31","118.42","117.5","116.84","117.53","116.63","116.7","116.63",
"전국","국수","생활물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.65","100.27","98.99","97.72","97.52","101.22","100.9","99.6","101.18","101.94","101.91","101.08","103.06","103.54","102.83","106.67","105.24","106.34","108.3","110.46","120.01","121.35","122.39","123.17","131.76","132.61","136.09","137.77","140.07","139.83","143.9","149.5","155.48","157.35","156.75","158.75","158.69","158.66","158.33","156.57","148.92","147.81","152.34","151.95","150.54","154.3","157.63","154.08","156.96","156.69","156.47","153.96","149.03","147.31","150.93","150.8","150.4","153.69","157.47","159.49","156.99","157.66","153.3","154.19","151.12","148","145.87","146.07","145.65","153.19","153.95","152.66","155.92","155.54","155.33","144.58","143.16",
"전국","라면","생활물가지수[2020=100]","2020=100","40.774","40.901","41.575","42.124","42.208","42.25","42.293","42.335","42.335","42.335","42.714","44.148","44.442","44.612","44.527","44.527","44.486","44.486","44.527","44.486","44.442","44.486","44.486","44.442","44.442","44.401","44.317","44.232","44.232","44.232","45.665","46.973","47.226","47.437","47.437","47.521","52.159","55.49","57.6","58.232","58.232","57.557","56.46","56.208","56.038","55.87","55.87","55.701","55.701","55.701","55.236","55.153","55.111","55.069","55.069","54.942","54.859","54.774","54.816","54.774","54.473","54.691","54.691","54.255","54.527","54.419","54.365","54.31","54.473","54.365","54.31","54.365","54.365","54.255","54.365","54.093","54.365","57.684","58.392","58.609","58.664","58.555","58.717","58.773","58.773","58.717","58.773","58.717","58.773","58.717","58.609","58.773","58.827","58.88","62.2","63.398","63.452","63.452","63.452","63.289","63.235","63.235","62.854","62.799","63.18","63.071","63.398","63.452","66.445","67.261","67.207","67.153","67.098","67.261","67.317","67.207","67.261","67.37","67.153","67.153","71.203","72.359","72.286","72.286","72.07","72.07","72.214","72.502","72.359","72.359","72.43","72.43","72.286","72.286","72.286","72.214","72.214","72.07","72.07","71.926","72.141","72.286","72.43","72.43","72.359","72.43","73.153","77.991","78.28","78.208","78.136","78.352","78.28","78.136","78.136","78.136","78.496","78.569","88.606","89.401","89.545","89.545","89.834","89.617","89.617","89.545","89.473","89.906","90.05","89.834","89.979","89.762","90.123","89.979","90.195","89.834","89.689","89.617","89.834","89.834","89.859","88.618","88.618","88.176","88.795","88.618","88.618","88.441","88.441","88.618","88.53","88.087","87.643","87.466","87.555","88.087","87.998","88.263","87.909","87.998","88.263","88.263","87.909","92.429","94.573","94.821","94.653","94.866","95.017","95.194","94.511","94.759","95.22","95.105","94.848","94.999","95.034","95.158","95.105","95.141","95.549","95.504","95.539","95.291","95.406","95.584","95.468","95.628","95.282","95.601","94.565","95.513","95.628","94.786","95.611","95.787","95.814","95.327","95.735","95.681","95.681","95.662","95.71","95.08","95.328","95.519","95.137","95.5","95.557","95.5","95.29","95.347","94.86","95.443","95.309","95.424","95.338","95.471","92.885","94.927","94.507","94.612","94.67","94.66","99.174","99.881","99.566","100.253","100.425","100.425","100.463","98.525","100.243","100.177","100.463","100.377","100.921","100.539","100.778","99.022","100.911","99.518","100.673","100.091","99.747","100.014","100.644","100.997","100.033","99.489","100.138","99.136","100.635","101.179","100.911","101.37","99.709","100.539","99.613","99.699","99.59","98.73","100.69","101.1","100.58","100.61","99.78","99.91","100.12","99.78","99.59","99.52","99.93","99.79","99.95","99.3","99.97","100.5","100.68","100.74","109.07","110.03","108.8","108.87","110.26","110.62","109.28","109.05","109.12","108.87","110.07","109.96","113.18","123.94","122","122.62","123.39","124.69","122.73","123.84","123.79","123.67","120.87","120.33","121.35","120.69","119.76","118.92","118.06","118.76","118","117.57","117.36","117.45","116.39","116.03","117.97","118.26","119.02","119.17","118.96","119.05","118.65","123.54","124.64","125.6","123.92","123.82","125.5","126.87","127.13","127.55","128.71","127.93","126.6","126.4","126.71",
"전국","두부","생활물가지수[2020=100]","2020=100","35.045","35.082","35.082","35.118","35.41","37.304","37.195","37.195","37.449","37.449","37.449","37.449","37.449","37.449","37.559","37.668","37.777","38.724","40.254","40.364","40.947","41.675","41.857","42.331","43.388","43.898","43.898","43.935","43.935","43.715","43.862","43.935","44.225","44.225","44.225","44.626","50.31","53.041","54.207","54.134","55.3","55.118","54.644","54.863","54.717","54.608","54.425","54.316","54.316","54.353","54.316","53.842","53.842","53.733","53.952","53.915","53.769","52.604","52.24","51.947","51.781","51.781","51.937","51.884","52.04","51.884","51.781","51.988","51.988","51.988","51.937","52.299","52.299","52.248","51.937","51.937","52.092","52.403","52.559","52.559","52.456","52.559","52.559","52.559","52.456","52.663","52.612","52.663","52.715","52.715","52.819","53.079","53.183","53.13","52.715","53.183","53.13","53.027","52.975","52.872","52.819","52.975","52.819","52.663","52.923","52.923","52.975","53.027","53.183","53.494","57.597","57.597","57.182","57.597","58.064","58.117","58.273","58.324","58.584","58.739","58.803","58.862","58.627","58.686","58.51","58.627","58.686","58.334","58.569","58.686","58.627","58.744","58.686","58.686","58.744","58.686","58.686","58.686","58.392","58.686","58.686","58.744","58.569","58.569","58.744","61.148","61.265","61.265","61.383","61.265","61.441","61.5","61.5","61.558","61.558","62.028","65.487","69.766","70.235","71.643","71.877","71.877","71.877","72.17","72.17","71.995","72.053","72.17","71.935","72.17","74.457","74.398","74.574","74.457","74.222","74.281","74.222","74.339","74.398","74.398","74.159","72.734","74.609","74.534","74.685","75.509","75.509","75.659","75.434","75.36","75.509","76.109","88.782","89.007","89.081","89.606","89.606","89.306","89.381","89.231","89.231","89.456","89.831","90.356","90.506","90.506","90.581","90.581","90.724","90.521","90.423","90.334","90.566","90.813","90.949","92.711","95.305","95.763","96.362","96.249","96.43","96.767","96.775","96.865","96.617","97.262","97.374","97.285","96.572","97.24","97.119","97.247","97.292","97.292","97.525","97.368","97.487","97.404","97.42","95.38","97.147","97.477","96.944","96.75","97.05","96.924","96.866","96.973","96.827","96.595","96.789","97.322","98.321","98.718","99.087","99.194","99.135","99.145","99.339","99.417","99.562","97.516","96.866","96.265","96.546","96.362","96.313","96.042","96.352","96.876","96.255","96.439","96.09","95.179","95.741","95.654","95.896","96.478","95.576","96.265","96.856","96.061","95.625","96.43","96.362","95.654","95.906","95.819","95.819","96.779","97.603","97.972","98.224","97.506","97.157","98.36","98.272","98.786","98.117","99.281","99.5","99.41","100.11","100.25","100.28","99.73","100.43","100.13","99.64","100.2","100.11","100.21","104.97","106.25","105.87","106.19","106.35","106.47","105.54","105.6","105.91","106.81","106.43","106.84","106.86","107.46","111.47","112.39","112.59","112.68","111.87","111.49","110.81","111.78","113.01","115.46","118.3","119.57","118.39","118.29","118.17","116.65","117.03","117.38","117.99","119.09","118.26","117.68","118.51","118.36","118.71","118.32","118.09","118.67","117.97","118.6","117.73","117.84","115.68","117.86","116.82","117.12","110.36","110.91","110.98","110.36","111.01","110.16","109.93","110.13","109.36","108.28","109.1","109.19","108.51","108.42","108.58",
"전국","빵","생활물가지수[2020=100]","2020=100","33.315","33.385","34.715","34.889","35.029","35.099","35.275","35.52","35.52","35.624","35.694","35.939","36.08","36.324","36.534","36.954","37.269","37.794","37.899","38.179","38.494","38.564","38.774","38.809","38.809","38.844","38.878","38.878","38.878","38.878","38.878","38.878","38.878","38.878","38.878","38.878","45.353","47.977","51.092","51.057","51.022","51.022","50.707","50.707","50.707","50.287","50.287","50.252","50.217","49.832","49.622","49.622","49.622","49.622","49.622","49.622","49.587","49.587","49.587","49.587","49.577","49.727","49.727","49.727","49.727","49.777","49.777","49.777","49.777","50.175","50.175","50.175","50.125","50.125","50.125","50.026","50.026","50.325","50.573","50.623","50.425","50.425","50.474","50.474","51.919","51.919","51.919","51.919","51.969","51.969","51.969","51.67","51.67","51.67","51.67","51.67","51.72","51.72","51.72","51.72","51.919","51.869","51.869","51.919","51.919","51.919","51.919","51.919","51.919","52.019","52.019","52.069","52.069","52.069","52.019","52.368","52.418","52.517","52.567","52.616","52.649","52.649","52.703","52.703","52.649","52.703","52.703","52.703","52.649","52.491","52.597","52.597","52.703","52.703","52.703","52.808","52.808","52.86","52.808","52.808","52.755","52.808","52.86","52.86","52.86","53.176","53.229","53.282","53.282","53.334","53.334","53.387","53.387","53.439","53.597","53.597","53.703","54.176","58.546","60.863","61.179","61.548","61.863","62.021","62.021","62.916","63.022","63.285","63.496","63.548","63.601","63.864","63.969","64.338","64.338","64.391","64.654","64.812","64.812","64.759","64.963","64.963","64.963","64.963","64.963","64.963","65.029","65.093","65.42","65.615","65.877","65.942","66.138","67.507","67.572","67.833","67.898","68.55","70.833","71.16","71.29","71.29","71.551","71.681","71.753","71.76","71.799","72.02","72.118","72.197","72.223","72.399","72.575","72.614","72.66","72.836","73.045","76.541","76.756","76.958","77.108","77.147","77.186","77.186","79.293","79.378","79.502","79.593","79.978","82.111","82.143","82.378","82.463","82.143","82.345","82.411","82.496","82.463","82.496","82.489","82.737","82.861","82.953","83.036","83.019","83.019","83.094","83.11","83.252","83.285","83.293","83.293","83.343","83.401","84.631","86.791","86.774","86.799","86.816","86.841","87.156","87.73","87.065","87.281","87.671","87.763","87.788","87.813","87.854","87.904","87.887","87.946","88.029","87.962","88.045","88.062","88.361","93.013","93.254","93.595","93.653","93.678","93.678","94.367","94.484","94.567","94.6","94.6","94.833","94.974","96.785","98.721","98.862","98.887","98.92","98.912","98.912","98.92","98.978","99.028","99.15","99.82","99.94","100.08","100.11","100.07","100.13","100.14","100.12","100.14","100.15","100.15","100.19","100.37","106.29","106.37","106.41","106.41","106.4","106.42","106.44","106.57","106.67","107.54","108.05","109.34","115.67","115.92","115.96","116.03","119.66","122.29","122.42","122.84","123.53","123.56","123.59","128.53","128.73","129.57","129.88","129.97","129.99","129.99","130.01","130.01","130.04","130.05","130.1","130.1","130.12","130.18","130.19","130.19","130.21","130.1","130.13","130.13","130.26","134.32","134.32","136.42","138.38","138.45","138.48","138.52","138.55","138.61","138.65","138.68","138.71","138.72","138.72","138.75","138.53","138.47","138.48",
